"annotation_id","annotator","comment","created_at","id","lead_time","rating","taxonomy","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки"
1051,"1","Спасибо! Так быстро сделали , красивую светодиодную лампу поставили ","2025-05-12T10:37:04.452984Z",3949613,12.686,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-12T10:37:04.452999Z","","","","",""
1052,"1","Спасибо большое.","2025-05-12T10:37:10.074617Z",3949634,3.146,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:37:10.074631Z","","","","",""
1053,"1","оперативно отреагировали на заявку, и устранили.","2025-05-12T10:37:31.838270Z",3949687,20.706,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-12T10:37:31.838285Z","","","","",""
1054,"1","Доброго дня! Спасибо за таких Прекрасных Сотрудников! ","2025-05-12T10:37:39.660465Z",3949875,6.96,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T10:37:39.660483Z","","","","",""
1055,"1","Спасибо за оперативность. После укладки плитки остались незаделанные швы на стыке. Для сравнения на 1 этаже в холле швы ровно закрыты. Просьба завершить работу до конца. ","2025-05-12T10:38:04.433151Z",3949884,19.676,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Не понравился результат""],[""Не удовлетворён""]]}]","2025-05-12T10:38:04.433164Z","","","","",""
1056,"1","Очень быстро","2025-05-12T10:38:24.967654Z",3949914,4.635,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T10:38:24.967669Z","","","","",""
1057,"1","Спасибо!","2025-05-12T10:38:28.405261Z",3949967,2.539,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:38:28.405275Z","","","","",""
1058,"1","Спасибо. Отлично.","2025-05-12T10:38:31.779848Z",3950076,2.358,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:38:31.779865Z","","","","",""
1059,"1","заявка выполнена. 
Со слов электрика заявка выполнена. В квартире собственник не был. Там не проживает.. ","2025-05-12T10:39:08.515844Z",3950162,35.77,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T10:39:08.515871Z","","","","",""
1060,"1","Спасибо","2025-05-12T10:39:12.220755Z",3950351,2.87,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:39:12.220769Z","","","","",""
1061,"1","мастер пришёл быстро. Все быстро сделал. ","2025-05-12T10:39:18.011916Z",3950433,4.992,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T10:39:18.011929Z","","","","",""
1062,"1","Благодарю за оперативность ","2025-05-12T10:39:22.451606Z",3950451,3.504,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:39:22.451620Z","","","","",""
1063,"1","Благодарю за оперативность ","2025-05-12T10:40:16.349091Z",3950461,6.305,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:40:16.349107Z","","","","",""
1064,"1","Огромнейшее спасибо.
Максимально быстро и качественно!!!
Просто сотрудник месяца 
","2025-05-12T10:40:59.133566Z",3950683,40.8,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Нравится качество работы сотрудников""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:40:59.133580Z","","","","",""
1065,"1","Спасибо Вам большое 🙏 за оперативность👍и качество !!!🤝","2025-05-12T10:41:15.856335Z",3950754,15.171,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T10:41:15.856351Z","","","","",""
1066,"1","Оперативно, спасибо ","2025-05-12T10:41:21.202313Z",3950865,4.3,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:41:21.202329Z","","","","",""
1067,"1","Вот это скорость 😁👍
Спасибо! ","2025-05-12T10:41:27.692154Z",3950893,5.599,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:41:27.692170Z","","","","",""
1068,"1","Спасибо!","2025-05-12T10:41:31.668549Z",3951118,2.776,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:41:31.668565Z","","","","",""
1069,"1","спасибо за оперативность ","2025-05-12T10:41:36.275059Z",3951124,3.59,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:41:36.275073Z","","","","",""
1070,"1","Шикарный специалист. Спасибо за отличную работу и скорость","2025-05-12T10:41:44.991623Z",3951189,7.72,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Нравится качество выполнения заявки""],[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:41:44.991637Z","","","","",""
1071,"1","Ребята молодцы!","2025-05-12T10:41:54.318668Z",3951201,8.416,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T10:41:54.318682Z","","","","",""
1072,"1","Спасибо за обратную связь!","2025-05-12T10:42:00.023734Z",3951216,4.637,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:42:00.023749Z","","","","",""
1073,"1","оперативно
","2025-05-12T10:42:04.843693Z",3951479,3.651,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T10:42:04.843709Z","","","","",""
1074,"1","В первый раз так быстро","2025-05-12T10:42:11.007725Z",3951598,3.954,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:42:11.007739Z","","","","",""
1075,"1","спасибо!","2025-05-12T10:42:14.885019Z",3951649,2.868,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:42:14.885036Z","","","","",""
1076,"1","Быстро !","2025-05-12T10:43:14.001499Z",3951702,58.164,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:43:14.001516Z","","","","",""
1077,"1","Доброе утро, спасибо. Только большая просьба, ранее в этом светильнике мы меняли лампочку и т. к. не было лампочки с цоколем 14, мы ставили переходник, верните его пожалуйста. ","2025-05-12T10:43:39.735534Z",3951714,24.813,5,"[{""taxonomy"":[[""Вопрос решен""],[""Не понравилось качество""]]}]","2025-05-12T10:43:39.735550Z","","","","",""
1078,"1","спасибо! оперативно 👍","2025-05-12T10:43:47.603640Z",3951913,6.585,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:43:47.603656Z","","","","",""
1079,"1","Спасибо за оперативность! ","2025-05-12T10:43:53.127199Z",3951966,4.508,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:43:53.127213Z","","","","",""
1080,"1","Спасибо!","2025-05-12T10:43:57.496864Z",3951997,2.794,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:43:57.496881Z","","","","",""
1081,"1","Оперативно","2025-05-12T10:44:04.978806Z",3952001,6.394,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:44:04.978820Z","","","","",""
1082,"1","Оперативно и качественно ","2025-05-12T10:44:09.634116Z",3952062,3.683,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T10:44:09.634132Z","","","","",""
1083,"1","Спасибо за оперативность ","2025-05-12T10:44:14.099365Z",3952122,3.583,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:44:14.099380Z","","","","",""
1084,"1","Остановили течь, дали рекомендации что делать дальше. Большое спасибо! ","2025-05-12T10:44:21.216866Z",3952142,6.279,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:44:21.216880Z","","","","",""
1085,"1","оперативно и вежливо. такого нет в москве","2025-05-12T10:44:25.919637Z",3952250,3.754,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-12T10:44:25.919652Z","","","","",""
1086,"1","спасибо ","2025-05-12T10:44:29.919937Z",3952299,3.07,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:44:29.919951Z","","","","",""
1087,"1","Спасибо за оперативность. Но я так и не поняла. Почему редукторы нам поставили плохие, когда всем меняли?","2025-05-12T10:44:38.907845Z",3952354,7.955,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Не понравилось качество""]]}]","2025-05-12T10:44:38.907863Z","","","","",""
1088,"1","Спасибо большое. Сантехник быстро устранил засор. ","2025-05-12T10:44:47.684027Z",3952439,7.729,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""],[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""]]}]","2025-05-12T10:44:47.684043Z","","","","",""
1089,"1","Огромное спасибо за оперативность 🙏","2025-05-12T10:44:52.829284Z",3952649,3.428,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:44:52.829300Z","","","","",""
1090,"1","Огромное спасибо за оперативность 🙏","2025-05-12T10:44:56.491333Z",3952663,2.754,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:44:56.491348Z","","","","",""
1091,"1","приехали быстро , всё сделали чётко. благодарю ","2025-05-12T10:45:01.904499Z",3952848,4.478,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""]]}]","2025-05-12T10:45:01.904514Z","","","","",""
1092,"1","вода стала теплее","2025-05-12T10:45:07.508772Z",3953130,4.548,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:45:07.508788Z","","","","",""
1093,"1","Спасибо большое мастеру, все быстро  сделал ","2025-05-12T10:45:11.953520Z",3953192,3.591,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:45:11.953534Z","","","","",""
1094,"1","Спасибо за быструю и качественную работу.","2025-05-12T10:45:20.087375Z",3953263,7.125,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-12T10:45:20.087388Z","","","","",""
1095,"1","Спасибо за оперативность !!!","2025-05-12T10:45:27.227193Z",3953284,4.892,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:45:27.227207Z","","","","",""
1096,"1","Всё подробно показали и объяснили, спасибо!)","2025-05-12T10:46:15.890297Z",3953366,15.811,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество выполнения заявки""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:46:15.890317Z","","","","",""
1097,"1","Спасибо!","2025-05-12T10:46:22.051350Z",3953593,4.205,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:46:22.051368Z","","","","",""
1098,"1","Спасибо за оперативность 🤝","2025-05-12T10:46:26.442903Z",3953612,2.896,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:46:26.442922Z","","","","",""
1099,"1","оперативно ","2025-05-12T10:46:30.873931Z",3953627,3.125,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:46:30.873949Z","","","","",""
1100,"1","Спасибо за разъяснения!","2025-05-12T10:46:36.459288Z",3953752,3.983,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:46:36.459306Z","","","","",""
1101,"1","Сантехник объяснил причину проблемы, что для хорошего напора воды нужно менять на смеситель с 40 картриджем, теперь понятно! Спасибо! ","2025-05-12T10:46:50.571790Z",3953818,13.171,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Нравится качество выполнения заявки""],[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-12T10:46:50.571805Z","","","","",""
1102,"1","Быстро четко ","2025-05-12T10:46:55.316160Z",3953824,3.736,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Нравится качество выполнения заявки""]]}]","2025-05-12T10:46:55.316175Z","","","","",""
1103,"1"," 🙏🙏🙏","2025-05-12T10:47:36.793463Z",3953899,25.105,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:47:36.793489Z","","","","",""
1104,"1","Огромное спасибо за оперативность!","2025-05-12T10:47:43.412534Z",3954054,5.69,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:47:43.412549Z","","","","",""
1105,"1","Спасибо!","2025-05-12T10:47:46.659259Z",3954096,2.242,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:47:46.659275Z","","","","",""
1106,"1","спасибо!","2025-05-12T10:47:50.331239Z",3954547,2.561,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:47:50.331254Z","","","","",""
1107,"1","Отличный мастер, решил профессионально вопрос. Большое спасибо!!!","2025-05-12T10:48:00.273933Z",3954582,8.467,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Нравится качество выполнения заявки""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:48:00.273951Z","","","","",""
1108,"1","спасибо вам большое, консультанты помогли с решением проблем, объяснили все очень доступно! спасибо вам огромное 🙏

","2025-05-12T10:48:19.521375Z",3954839,18.177,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:48:19.521391Z","","","","",""
1109,"1","супер менеджер","2025-05-12T10:48:25.029811Z",3955070,4.407,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T10:48:25.029826Z","","","","",""
1110,"1","Отлично спасибо ","2025-05-12T10:48:29.811636Z",3955073,3.998,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:48:29.811655Z","","","","",""
1111,"1","Спасибо большое за быструю реакцию! Успокоили 💙","2025-05-12T10:48:41.215359Z",3955195,10.585,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:48:41.215373Z","","","","",""
1112,"1","спасибо","2025-05-12T10:48:44.883521Z",2945792,2.404,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:48:44.883539Z","","","","",""
1113,"1","спасибо!","2025-05-12T10:48:48.475303Z",3234340,2.747,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:48:48.475319Z","","","","",""
1114,"1","Отлично ","2025-05-12T10:48:51.907218Z",3380332,2.293,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:48:51.907234Z","","","","",""
1115,"1","Благодарю за оперативное решение проблемы ! ","2025-05-12T10:49:13.216267Z",3381812,19.104,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:49:13.216283Z","","","","",""
1116,"1","Прекрасный специалист! Побольше таких","2025-05-12T10:49:38.470738Z",3461991,17.713,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T10:49:38.470753Z","","","","",""
1117,"1","Спасибо ","2025-05-12T10:49:41.729117Z",3551430,2.294,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:49:41.729133Z","","","","",""
1118,"1","пересчет, и скорость 
","2025-05-12T10:49:52.847383Z",3572768,10.042,1,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:49:52.847400Z","","","","",""
1119,"1","Спасибо за обновление покраски стен","2025-05-12T10:50:00.982432Z",3584536,7.24,5,"[{""taxonomy"":[[""Нравится качество выполнения заявки""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:50:00.982447Z","","","","",""
1120,"1","выполнили быстро","2025-05-12T10:50:06.031245Z",3596020,4.131,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:50:06.031260Z","","","","",""
1121,"1","Спасибо! ","2025-05-12T10:50:09.232506Z",3617808,2.147,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:50:09.232520Z","","","","",""
1122,"1","спасибо управляющей компании за то что  прислали грамотного специалиста и быстро отреагировали на заявку ","2025-05-12T10:50:25.384801Z",3627490,15.155,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:50:25.384816Z","","","","",""
1123,"1","спасибо 
","2025-05-12T10:50:28.931791Z",3657819,2.603,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:50:28.931806Z","","","","",""
1124,"1","Спасибо ","2025-05-12T10:50:32.868458Z",3691620,2.231,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:50:32.868478Z","","","","",""
1125,"1","Решили мой вопрос. Спасибо! ","2025-05-12T10:50:37.186575Z",3695420,2.629,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:50:37.186589Z","","","","",""
1126,"1","Очень радует работа УК. Оперативно! Спасибо!","2025-05-12T10:50:43.511137Z",3716702,5.213,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Понравилось выполнение заявки""],[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T10:50:43.511154Z","","","","",""
1127,"1","Все исправили ","2025-05-12T10:50:50.763174Z",3726842,4.68,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:50:50.763191Z","","","","",""
1128,"1","спасибо за оперативную работу ","2025-05-12T10:50:57.994067Z",3745025,5.135,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:50:57.994082Z","","","","",""
1129,"1","Выполнили отлично , обработка заявки была слишком дорогой ","2025-05-12T10:51:15.753399Z",3749719,16.804,5,"[{""taxonomy"":[[""Вопрос решен""],[""Не понравилось качество""]]}]","2025-05-12T10:51:15.753433Z","","","","",""
1130,"1","спасибо большое! теперь не скрипят ","2025-05-12T10:51:21.973057Z",3751364,5.222,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""]]}]","2025-05-12T10:51:21.973072Z","","","","",""
1131,"1","спасибо","2025-05-12T10:51:25.503940Z",3766183,2.512,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:51:25.503957Z","","","","",""
1132,"1","Спасибо!","2025-05-12T10:51:28.855116Z",3770102,2.448,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:51:28.855132Z","","","","",""
1133,"1","Норм","2025-05-12T10:51:33.082474Z",3773834,2.367,1,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:51:33.082490Z","","","","",""
1134,"1","спасибо. все прошло очень хорошо","2025-05-12T10:51:38.289670Z",3791959,4.282,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:51:38.289685Z","","","","",""
1135,"1","Спасибо, пришли все поменяли за 10 минут ","2025-05-12T10:51:41.969974Z",3797804,2.718,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:51:41.969994Z","","","","",""
1136,"1","Все очень оперативно ","2025-05-12T10:51:46.829005Z",3799741,3.736,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-12T10:51:46.829019Z","","","","",""
1137,"1","Огромное спасибо.","2025-05-12T10:51:49.617693Z",3802024,1.919,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:51:49.617711Z","","","","",""
1138,"1","Все отлично! Спасибо.","2025-05-12T10:51:54.318397Z",3805876,3.315,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:51:54.318412Z","","","","",""
1139,"1","Хороший мастер","2025-05-12T10:52:03.763625Z",3812092,6.278,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T10:52:03.763642Z","","","","",""
1140,"1","Спасибо за оперативность! 
","2025-05-12T10:52:19.892538Z",3815412,15.222,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-12T10:52:19.892553Z","","","","",""
1141,"1","выполнена

","2025-05-12T10:52:23.543646Z",3820641,2.719,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:52:23.543663Z","","","","",""
1142,"1","Все супер, Мастер 👍","2025-05-12T10:52:27.989096Z",3828569,3.528,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T10:52:27.989110Z","","","","",""
1143,"1","Благодарю ребят.","2025-05-12T10:52:32.510656Z",3829748,3.658,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-12T10:52:32.510671Z","","","","",""
1144,"1","Спасибо большое ","2025-05-12T10:52:36.124924Z",3831509,2.465,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:52:36.124938Z","","","","",""
1145,"1","спасибо","2025-05-12T10:52:40.026717Z",3831883,2.419,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:52:40.026732Z","","","","",""
1146,"1","Спасибо!","2025-05-12T10:52:43.378135Z",3832952,2.303,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:52:43.378150Z","","","","",""
1147,"1","Проблема решена, ручки на окна поставили.
Спасибо за обратную связь!","2025-05-12T10:52:54.324120Z",3834081,9.953,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество выполнения заявки""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:52:54.324134Z","","","","",""
1148,"1","Благодарю за проделанную работу! ","2025-05-12T10:52:57.986015Z",3835748,9.69,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество выполнения заявки""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:53:10.536594Z","","","","",""
1149,"1","надеюсь и причину устранили, а то после первого дождя будет тоже самое..","2025-05-12T10:53:19.790249Z",3835874,8.252,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:53:19.790264Z","","","","",""
1150,"1","Спасибо, всё чётко.","2025-05-12T10:53:23.914792Z",3839647,3.061,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:53:23.914811Z","","","","",""
1151,"1","Благодарю ","2025-05-12T10:53:28.356454Z",3840353,2.908,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:53:28.356471Z","","","","",""
1152,"1","Спасибо Сергей ! ))))","2025-05-12T10:53:32.678511Z",3841026,3.433,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T10:53:32.678527Z","","","","",""
1153,"1","Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)","2025-05-12T10:53:40.601400Z",3842440,6.984,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Нравится качество работы сотрудников""],[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-12T10:53:40.601414Z","","","","",""
1154,"1","хоть что то сделали 👍👏","2025-05-12T10:53:44.658202Z",3842790,2.882,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:53:44.658225Z","","","","",""
1155,"1","спасибо)","2025-05-12T10:53:47.719783Z",3843760,2.158,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:53:47.719799Z","","","","",""
1156,"1","профессионально, быстро. очень приятный мастер","2025-05-12T10:53:56.055975Z",3844645,6.013,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Нравится качество работы сотрудников""],[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-12T10:53:56.055990Z","","","","",""
1157,"1","спасибо! ","2025-05-12T10:53:59.527702Z",3846820,2.433,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:53:59.527719Z","","","","",""
1158,"1","Спасибо, вопрос решили, всё стало нормально ","2025-05-12T10:54:11.262511Z",3846831,10.427,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""]]}]","2025-05-12T10:54:11.262526Z","","","","",""
1159,"1","Татьяна Владимировна большое вам спасибо!!!! ","2025-05-12T10:54:15.347671Z",3848236,3.169,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-12T10:54:15.347685Z","","","","",""
1160,"1","спасибо! ","2025-05-12T10:54:18.972029Z",3850021,2.349,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:54:18.972045Z","","","","",""
1161,"1","спасибо за  быстрый ответ! 


","2025-05-12T10:54:23.708761Z",3850118,3.832,1,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-12T10:54:23.708777Z","","","","",""
1162,"1","Огромное спасибо вам от всего подъезда!!!   )))))","2025-05-12T10:54:31.103289Z",3852179,6.583,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""],[""Нравится качество выполнения заявки""]]}]","2025-05-12T10:54:31.103305Z","","","","",""
1163,"1","спасибо!)","2025-05-12T10:54:34.767777Z",3852743,2.608,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:54:34.767795Z","","","","",""
1164,"1","спасибо ","2025-05-12T10:54:38.386860Z",3852975,2.71,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:54:38.386876Z","","","","",""
1165,"1","Все отлично ","2025-05-12T10:54:42.158799Z",3854073,2.88,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:54:42.158813Z","","","","",""
1166,"1","свершилось","2025-05-12T10:54:46.311997Z",3856028,2.51,1,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-12T10:54:46.312012Z","","","","",""
1167,"1","Кнопка лифта 6 этажа в грузовом лифте до сих пор не работает.","2025-05-12T10:54:55.863732Z",3858246,7.971,1,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-12T10:54:55.863747Z","","","","",""
